Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Booking_Datetime,Is_Cancelled_Customer,Is_Cancelled_Driver,Is_Incomplete,Region,Country,Is_Cancelled
2025-04-05,07:34:40,T6784807,Completed,C5823227,Go Mini,Govindpuri,Azadpur,,Nan,,Nan,,Nan,421.0,40.66,4.5,4.4,Upi,2025-04-05T07:34:40.000Z,0,0,0,India,,0
2025-03-25,15:04:24,T5932724,Completed,C7651809,Go Mini,Nirman Vihar,Dwarka Sector 21,,Nan,,Nan,,Nan,394.0,45.67,3.8,4.4,Upi,2025-03-25T15:04:24.000Z,0,0,0,India,,0
2025-02-08,10:35:29,T1453802,Completed,C4240903,Go Mini,Udyog Vihar,Ito,,Nan,,Nan,,Nan,366.0,6.56,4.9,4.4,Upi,2025-02-08T10:35:29.000Z,0,0,0,India,,0
2025-08-06,16:15:18,T4787291,Completed,C6980386,Go Mini,Saket,Rohini West,,Nan,,Nan,,Nan,189.0,8.09,4.9,4.4,Upi,2025-08-06T16:15:18.000Z,0,0,0,India,,0
2025-04-14,00:11:02,T7540601,Completed,C9816289,Go Mini,Ashok Park Main,Bhikaji Cama Place,,Nan,,Nan,,Nan,234.0,13.88,5.0,4.4,Upi,2025-04-14T00:11:02.000Z,0,0,0,India,,0
2025-09-24,18:11:18,T6412444,Completed,C6648449,Go Mini,Sikanderpur,Delhi Gate,,Nan,,Nan,,Nan,376.0,44.54,3.9,4.4,Upi,2025-09-24T18:11:18.000Z,0,0,0,India,,0
2025-08-29,19:44:48,T1989286,Completed,C6674734,Go Mini,Indirapuram,Jama Masjid,,Nan,,Nan,,Nan,673.0,4.09,5.0,4.4,Upi,2025-08-29T19:44:48.000Z,0,0,0,India,,0
2025-03-22,19:10:02,T2006178,Completed,C1357878,Go Mini,Iit Delhi,Dwarka Sector 21,,Nan,,Nan,,Nan,414.0,18.59,4.9,4.4,Upi,2025-03-22T19:10:02.000Z,0,0,0,India,,0
2025-10-25,16:11:02,T8359277,Completed,C6716194,Go Mini,Lal Quila,Ina Market,,Nan,,Nan,,Nan,419.0,48.91,4.0,4.4,Upi,2025-10-25T16:11:02.000Z,0,0,0,India,,0
2025-06-09,09:50:31,T5789250,Completed,C8887423,Go Mini,Delhi Gate,Netaji Subhash Place,,Nan,,Nan,,Nan,980.0,6.2,4.9,4.4,Upi,2025-06-09T09:50:31.000Z,0,0,0,India,,0
2025-03-18,20:24:13,T8552742,Completed,C2971917,Go Mini,Khan Market,Ashok Park Main,,Nan,,Nan,,Nan,290.0,3.93,3.9,4.4,Upi,2025-03-18T20:24:13.000Z,0,0,0,India,,0
2025-05-21,16:19:44,T2388859,Completed,C5752290,Go Mini,Khandsa,Shivaji Park,,Nan,,Nan,,Nan,143.0,47.31,3.2,4.4,Upi,2025-05-21T16:19:44.000Z,0,0,0,India,,0
2025-06-28,05:34:09,T8663749,Completed,C1750322,Go Mini,Rohini,Saket A Block,,Nan,,Nan,,Nan,191.0,48.68,3.7,4.4,Upi,2025-06-28T05:34:09.000Z,0,0,0,India,,0
2025-03-17,01:47:40,T5651588,Completed,C8636338,Go Mini,Sikanderpur,Khandsa,,Nan,,Nan,,Nan,1358.0,4.15,3.8,4.4,Upi,2025-03-17T01:47:40.000Z,0,0,0,India,,0
2025-09-01,13:40:25,T5134780,Completed,C7066093,Go Mini,Janakpuri,Kanhaiya Nagar,,Nan,,Nan,,Nan,190.0,15.55,3.5,4.4,Upi,2025-09-01T13:40:25.000Z,0,0,0,India,,0
2025-10-24,19:26:39,T2901409,Completed,C4419645,Go Mini,Sultanpur,Mandi House,,Nan,,Nan,,Nan,166.0,37.22,4.7,4.4,Upi,2025-10-24T19:26:39.000Z,0,0,0,India,,0
2025-10-21,16:44:55,T6154918,Completed,C9550740,Go Mini,Aiims,Okhla,,Nan,,Nan,,Nan,178.0,23.95,4.7,4.4,Upi,2025-10-21T16:44:55.000Z,0,0,0,India,,0
2025-04-27,15:38:36,T5624571,Completed,C5347003,Go Mini,Hauz Khas,Rohini,,Nan,,Nan,,Nan,335.0,42.82,4.5,4.4,Upi,2025-04-27T15:38:36.000Z,0,0,0,India,,0
2025-05-24,09:55:44,T2392672,Completed,C5452120,Go Mini,Bahadurgarh,Mg Road,,Nan,,Nan,,Nan,544.0,26.04,3.4,4.4,Upi,2025-05-24T09:55:44.000Z,0,0,0,India,,0
2025-02-09,16:32:22,T9604014,Completed,C4208074,Go Mini,Pataudi Chowk,Sultanpur,,Nan,,Nan,,Nan,677.0,42.28,4.9,4.4,Upi,2025-02-09T16:32:22.000Z,0,0,0,India,,0
2025-07-08,12:32:05,T8034921,Completed,C1850862,Go Mini,Pulbangash,Ardee City,,Nan,,Nan,,Nan,845.0,34.28,4.0,4.4,Upi,2025-07-08T12:32:05.000Z,0,0,0,India,,0
2025-08-18,20:36:30,T8930993,Completed,C3875333,Go Mini,Greater Kailash,Shivaji Park,,Nan,,Nan,,Nan,158.0,15.32,3.1,4.4,Upi,2025-08-18T20:36:30.000Z,0,0,0,India,,0
2025-09-28,17:02:36,T9396359,Completed,C1178027,Go Mini,Karkarduma,Paharganj,,Nan,,Nan,,Nan,100.0,37.24,3.1,4.4,Upi,2025-09-28T17:02:36.000Z,0,0,0,India,,0
2025-12-26,17:47:28,T2020344,Completed,C2874202,Go Mini,Vinobapuri,Noida Sector 18,,Nan,,Nan,,Nan,1600.0,26.12,3.7,4.4,Upi,2025-12-26T17:47:28.000Z,0,0,0,India,,0
2025-10-27,13:03:15,T4904581,Completed,C8662754,Go Mini,Sadar Bazar Gurgaon,Gwal Pahari,,Nan,,Nan,,Nan,466.0,48.98,3.8,4.4,Upi,2025-10-27T13:03:15.000Z,0,0,0,India,,0
2025-09-05,21:22:41,T2825464,Completed,C2626628,Go Mini,Manesar,Noida Sector 62,,Nan,,Nan,,Nan,141.0,49.7,3.7,4.4,Upi,2025-09-05T21:22:41.000Z,0,0,0,India,,0
2025-05-04,18:49:42,T4716624,Completed,C1333529,Go Mini,Dwarka Mor,Karol Bagh,,Nan,,Nan,,Nan,292.0,31.22,3.8,4.4,Upi,2025-05-04T18:49:42.000Z,0,0,0,India,,0
2025-02-03,09:26:07,T5658075,Completed,C7577917,Go Mini,Patel Chowk,Pataudi Chowk,,Nan,,Nan,,Nan,390.0,7.85,4.5,4.4,Upi,2025-02-03T09:26:07.000Z,0,0,0,India,,0
2025-08-14,12:52:31,T8770454,Completed,C3124103,Go Mini,Greater Noida,Old Gurgaon,,Nan,,Nan,,Nan,208.0,45.24,3.7,4.4,Upi,2025-08-14T12:52:31.000Z,0,0,0,India,,0
2025-07-23,08:37:09,T2581297,Completed,C4064846,Go Mini,Ashok Park Main,Kherki Daula Toll,,Nan,,Nan,,Nan,486.0,30.52,4.9,4.4,Upi,2025-07-23T08:37:09.000Z,0,0,0,India,,0
2025-03-29,06:56:47,T1071465,Completed,C7225541,Go Mini,Greater Noida,India Gate,,Nan,,Nan,,Nan,566.0,45.69,4.7,4.4,Upi,2025-03-29T06:56:47.000Z,0,0,0,India,,0
2025-10-18,08:02:43,T8649343,Completed,C8588008,Go Mini,Dwarka Mor,Kanhaiya Nagar,,Nan,,Nan,,Nan,303.0,7.48,3.3,4.4,Upi,2025-10-18T08:02:43.000Z,0,0,0,India,,0
2025-05-05,21:02:16,T4399009,Completed,C2490100,Go Mini,Delhi Gate,Indirapuram,,Nan,,Nan,,Nan,492.0,2.73,4.9,4.4,Upi,2025-05-05T21:02:16.000Z,0,0,0,India,,0
2025-10-19,08:31:27,T1162773,Completed,C7907385,Go Mini,Ambience Mall,Seelampur,,Nan,,Nan,,Nan,267.0,30.65,5.0,4.4,Upi,2025-10-19T08:31:27.000Z,0,0,0,India,,0
2025-03-04,13:06:30,T9602096,Completed,C8222833,Go Mini,Golf Course Road,Basai Dhankot,,Nan,,Nan,,Nan,611.0,35.07,3.1,4.4,Upi,2025-03-04T13:06:30.000Z,0,0,0,India,,0
2025-11-29,19:23:42,T6329230,Completed,C1549905,Go Mini,Botanical Garden,Vasant Kunj,,Nan,,Nan,,Nan,205.0,17.36,4.9,4.4,Upi,2025-11-29T19:23:42.000Z,0,0,0,India,,0
2025-01-01,18:33:37,T5328980,Completed,C4687792,Go Mini,Civil Lines Gurgaon,New Delhi Railway Station,,Nan,,Nan,,Nan,772.0,37.4,4.9,4.4,Upi,2025-01-01T18:33:37.000Z,0,0,0,India,,0
2025-01-16,20:50:56,T4830015,Completed,C8434463,Go Mini,Greater Noida,Seelampur,,Nan,,Nan,,Nan,970.0,38.59,4.5,4.4,Upi,2025-01-16T20:50:56.000Z,0,0,0,India,,0
2025-01-03,08:39:05,T3152675,Completed,C6683032,Go Mini,Kirti Nagar,Rajiv Chowk,,Nan,,Nan,,Nan,355.0,11.96,3.8,4.4,Upi,2025-01-03T08:39:05.000Z,0,0,0,India,,0
2025-08-11,05:47:41,T8488501,Completed,C5791250,Go Mini,Kalkaji,Malviya Nagar,,Nan,,Nan,,Nan,428.0,18.29,5.0,4.4,Upi,2025-08-11T05:47:41.000Z,0,0,0,India,,0
2025-02-26,19:01:35,T6671398,Completed,C2059833,Go Mini,Vishwavidyalaya,Vinobapuri,,Nan,,Nan,,Nan,234.0,25.58,3.1,4.4,Upi,2025-02-26T19:01:35.000Z,0,0,0,India,,0
2025-04-30,08:20:36,T5116682,Completed,C2766797,Go Mini,Akshardham,Shastri Nagar,,Nan,,Nan,,Nan,194.0,18.91,5.0,4.4,Upi,2025-04-30T08:20:36.000Z,0,0,0,India,,0
2025-07-10,19:04:16,T9413493,Completed,C8567702,Go Mini,Ardee City,Mg Road,,Nan,,Nan,,Nan,498.0,23.03,4.7,4.4,Upi,2025-07-10T19:04:16.000Z,0,0,0,India,,0
2025-11-20,12:57:23,T2799661,Completed,C1342675,Go Mini,Madipur,Connaught Place,,Nan,,Nan,,Nan,316.0,31.52,3.2,4.4,Upi,2025-11-20T12:57:23.000Z,0,0,0,India,,0
2025-04-25,21:52:27,T3212327,Completed,C5130076,Go Mini,Jama Masjid,Iit Delhi,,Nan,,Nan,,Nan,423.0,6.38,3.9,4.4,Upi,2025-04-25T21:52:27.000Z,0,0,0,India,,0
2025-07-03,13:46:48,T9099252,Completed,C3203175,Go Mini,Tis Hazari,Rajiv Chowk,,Nan,,Nan,,Nan,647.0,39.63,3.3,4.4,Upi,2025-07-03T13:46:48.000Z,0,0,0,India,,0
2025-09-29,13:18:48,T3827686,Completed,C6688881,Go Mini,Indirapuram,Aya Nagar,,Nan,,Nan,,Nan,703.0,23.04,3.9,4.4,Upi,2025-09-29T13:18:48.000Z,0,0,0,India,,0
2025-05-06,18:27:10,T8007460,Completed,C3910786,Go Mini,Netaji Subhash Place,Imt Manesar,,Nan,,Nan,,Nan,628.0,37.56,4.5,4.4,Upi,2025-05-06T18:27:10.000Z,0,0,0,India,,0
2025-04-06,11:00:46,T2962306,Completed,C2689910,Go Mini,Old Gurgaon,Chanakyapuri,,Nan,,Nan,,Nan,124.0,12.27,4.5,4.4,Upi,2025-04-06T11:00:46.000Z,0,0,0,India,,0
2025-01-05,03:43:18,T8498573,Completed,C8827917,Go Mini,Sikanderpur,Barakhamba Road,,Nan,,Nan,,Nan,360.0,9.62,4.9,4.4,Upi,2025-01-05T03:43:18.000Z,0,0,0,India,,0
2025-10-10,09:26:42,T6532620,Completed,C2474996,Go Mini,Ina Market,Rohini East,,Nan,,Nan,,Nan,98.0,37.59,4.7,4.4,Upi,2025-10-10T09:26:42.000Z,0,0,0,India,,0
2025-03-17,22:14:55,T9124581,Completed,C6296572,Go Mini,Akshardham,Moti Nagar,,Nan,,Nan,,Nan,273.0,42.81,3.8,4.4,Upi,2025-03-17T22:14:55.000Z,0,0,0,India,,0
2025-04-05,16:49:52,T3144296,Completed,C6327732,Go Mini,Pragati Maidan,Vidhan Sabha,,Nan,,Nan,,Nan,331.0,21.42,4.7,4.4,Upi,2025-04-05T16:49:52.000Z,0,0,0,India,,0
2025-04-07,17:38:35,T3439151,Completed,C8906284,Go Mini,Civil Lines Gurgaon,Noida Extension,,Nan,,Nan,,Nan,1402.0,14.33,3.9,4.4,Upi,2025-04-07T17:38:35.000Z,0,0,0,India,,0
2025-06-02,13:05:57,T3986601,Completed,C2708453,Go Mini,Inderlok,Basai Dhankot,,Nan,,Nan,,Nan,317.0,19.95,3.4,4.4,Upi,2025-06-02T13:05:57.000Z,0,0,0,India,,0
2025-10-09,06:24:24,T9080376,Completed,C3789017,Go Mini,Mansarovar Park,Lajpat Nagar,,Nan,,Nan,,Nan,838.0,28.85,3.9,4.4,Upi,2025-10-09T06:24:24.000Z,0,0,0,India,,0
2025-05-08,20:00:19,T7877226,Completed,C4069990,Go Mini,Ashok Park Main,Paschim Vihar,,Nan,,Nan,,Nan,348.0,2.21,4.0,4.4,Upi,2025-05-08T20:00:19.000Z,0,0,0,India,,0
2025-12-26,19:37:56,T6274074,Completed,C7972875,Go Mini,Vasant Kunj,Azadpur,,Nan,,Nan,,Nan,450.0,40.59,5.0,4.4,Upi,2025-12-26T19:37:56.000Z,0,0,0,India,,0
2025-09-11,14:55:08,T8946556,Completed,C5658627,Go Mini,Ina Market,Sonipat,,Nan,,Nan,,Nan,176.0,39.93,3.5,4.4,Upi,2025-09-11T14:55:08.000Z,0,0,0,India,,0
2025-11-11,09:46:20,T8800823,Completed,C5041556,Go Mini,Shivaji Park,Ina Market,,Nan,,Nan,,Nan,346.0,44.18,3.2,4.4,Upi,2025-11-11T09:46:20.000Z,0,0,0,India,,0
2025-12-16,07:01:19,T1676587,Completed,C6054156,Go Mini,Cyber Hub,Noida Sector 18,,Nan,,Nan,,Nan,357.0,24.0,3.8,4.4,Upi,2025-12-16T07:01:19.000Z,0,0,0,India,,0
2025-11-04,22:38:27,T8816087,Completed,C7937727,Go Mini,Rohini West,Akshardham,,Nan,,Nan,,Nan,1365.0,16.27,4.9,4.4,Upi,2025-11-04T22:38:27.000Z,0,0,0,India,,0
2025-05-28,17:39:51,T5430442,Completed,C1020772,Go Mini,Nirman Vihar,Raj Nagar Extension,,Nan,,Nan,,Nan,656.0,12.78,4.8,4.4,Upi,2025-05-28T17:39:51.000Z,0,0,0,India,,0
2025-12-10,18:11:22,T4639664,Completed,C6768828,Go Mini,Satguru Ram Singh Marg,Lal Quila,,Nan,,Nan,,Nan,123.0,3.7,4.5,4.4,Upi,2025-12-10T18:11:22.000Z,0,0,0,India,,0
2025-04-30,00:04:49,T6768406,Completed,C6647186,Go Mini,Jhilmil,Manesar,,Nan,,Nan,,Nan,793.0,24.73,4.7,4.4,Upi,2025-04-30T00:04:49.000Z,0,0,0,India,,0
2025-03-30,19:07:42,T9081373,Completed,C2302731,Go Mini,Igi Airport,Munirka,,Nan,,Nan,,Nan,131.0,48.52,3.7,4.4,Upi,2025-03-30T19:07:42.000Z,0,0,0,India,,0
2025-04-27,05:43:17,T1237245,Completed,C5842511,Go Mini,Mayur Vihar,Vishwavidyalaya,,Nan,,Nan,,Nan,911.0,37.41,3.6,4.4,Upi,2025-04-27T05:43:17.000Z,0,0,0,India,,0
2025-02-03,13:12:19,T2058430,Completed,C2988139,Go Mini,Okhla,Noida Film City,,Nan,,Nan,,Nan,114.0,4.53,4.7,4.4,Upi,2025-02-03T13:12:19.000Z,0,0,0,India,,0
