Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Booking_Datetime,Is_Cancelled_Customer,Is_Cancelled_Driver,Is_Incomplete,Country,Region
2025-05-30,21:04:40,EU100678,Completed,C2675567,Auto,Berlin,Bristol,,Nan,,Nan,,Nan,162.98,62.01,4.6,4.8,Cash,2025-05-31 21:04:40,0,0,0,UK,Europe
2025-07-09,11:25:49,EU100679,Completed,C7701314,Auto,Manchester,Barcelona,,Nan,,Nan,,Nan,1209.32,29.57,4.6,4.9,Cash,2025-07-10 11:25:49,0,0,0,Spain,Europe
2025-09-26,10:58:23,EU100680,Completed,C3287168,Auto,London,Munich,,Nan,,Nan,,Nan,1407.3,22.04,4.6,4.5,Cash,2025-09-27 10:58:23,0,0,0,France,Europe
2025-01-21,12:02:32,EU100681,Completed,C8397972,Auto,Madrid,Bordeaux,,Nan,,Nan,,Nan,192.8,10.85,4.6,4.5,Cash,2025-01-22 12:02:32,0,0,0,Netherlands,Europe
2025-09-28,17:07:47,EU100682,Completed,C6542364,Auto,Leeds,Marseille,,Nan,,Nan,,Nan,425.38,71.58,4.6,4.9,Cash,2025-09-29 17:07:47,0,0,0,Germany,Europe
2025-02-18,22:42:37,EU100683,Completed,C1443483,Auto,Bordeaux,Paris,,Nan,,Nan,,Nan,511.6,17.44,4.6,4.5,Cash,2025-02-19 22:42:37,0,0,0,Germany,Europe
2025-05-15,18:48:35,EU100684,Completed,C9059868,Auto,Bilbao,Bordeaux,,Nan,,Nan,,Nan,1058.41,17.78,4.6,3.9,Cash,2025-05-16 18:48:35,0,0,0,Austria,Europe
2025-12-19,07:52:54,EU100685,Completed,C2944847,Auto,Bordeaux,Madrid,,Nan,,Nan,,Nan,637.09,39.44,4.6,5.0,Cash,2025-12-20 07:52:54,0,0,0,France,Europe
2025-01-07,13:55:10,EU100686,Completed,C3018190,Auto,Madrid,Marseille,,Nan,,Nan,,Nan,2767.9,22.04,4.6,4.8,Cash,2025-01-08 13:55:10,0,0,0,France,Europe
2025-04-23,02:44:17,EU100687,Completed,C1746438,Auto,Manchester,Bilbao,,Nan,,Nan,,Nan,398.22,46.9,4.6,4.1,Cash,2025-04-24 02:44:17,0,0,0,Austria,Europe
2025-01-01,21:27:07,EU100688,Completed,C4895032,Auto,Barcelona,Barcelona,,Nan,,Nan,,Nan,317.54,30.3,4.6,4.9,Cash,2025-01-02 21:27:07,0,0,0,UK,Europe
2025-08-13,11:42:14,EU100689,Completed,C6891103,Auto,Cologne,Bristol,,Nan,,Nan,,Nan,281.79,26.11,4.6,5.0,Cash,2025-08-14 11:42:14,0,0,0,Austria,Europe
2025-12-09,02:41:14,EU100690,Completed,C5781211,Auto,Berlin,Seville,,Nan,,Nan,,Nan,266.77,20.07,4.6,4.7,Cash,2025-12-10 02:41:14,0,0,0,Germany,Europe
2025-08-13,17:09:27,EU100691,Completed,C8534977,Auto,Berlin,Madrid,,Nan,,Nan,,Nan,101.05,37.81,4.6,4.3,Cash,2025-08-14 17:09:27,0,0,0,Spain,Europe
2025-06-07,18:49:40,EU100692,Completed,C9248522,Auto,Frankfurt,Bilbao,,Nan,,Nan,,Nan,816.62,12.65,4.6,4.7,Cash,2025-06-08 18:49:40,0,0,0,Spain,Europe
2025-06-23,06:03:43,EU100693,Completed,C3249178,Auto,Madrid,Manchester,,Nan,,Nan,,Nan,581.86,24.84,4.6,4.7,Cash,2025-06-24 06:03:43,0,0,0,UK,Europe
2025-05-17,06:00:57,EU100694,Completed,C9749698,Auto,Bordeaux,Marseille,,Nan,,Nan,,Nan,361.85,14.05,4.6,4.8,Cash,2025-05-18 06:00:57,0,0,0,Netherlands,Europe
2025-05-29,20:24:23,EU100695,Completed,C5107831,Auto,Munich,Lyon,,Nan,,Nan,,Nan,158.81,8.91,4.6,4.5,Cash,2025-05-30 20:24:23,0,0,0,Spain,Europe
2025-04-20,09:26:52,EU100696,Completed,C8005161,Auto,Bordeaux,Valencia,,Nan,,Nan,,Nan,613.11,14.88,4.6,4.8,Cash,2025-04-21 09:26:52,0,0,0,Spain,Europe
2025-06-02,07:40:48,EU100697,Completed,C7022671,Auto,Nice,Madrid,,Nan,,Nan,,Nan,1019.2,28.4,4.6,4.3,Cash,2025-06-03 07:40:48,0,0,0,Netherlands,Europe
2025-03-15,16:51:55,EU100698,Completed,C9606493,Auto,Berlin,London,,Nan,,Nan,,Nan,386.34,8.28,4.6,4.3,Cash,2025-03-16 16:51:55,0,0,0,Austria,Europe
2025-12-10,22:44:56,EU100699,Completed,C7539022,Auto,Frankfurt,Frankfurt,,Nan,,Nan,,Nan,403.25,58.55,4.6,4.7,Cash,2025-12-11 22:44:56,0,0,0,Austria,Europe
2025-06-13,07:24:24,EU100700,Completed,C7767703,Auto,Marseille,Birmingham,,Nan,,Nan,,Nan,867.92,22.58,4.6,4.9,Cash,2025-06-14 07:24:24,0,0,0,France,Europe
2025-10-24,10:11:56,EU100701,Completed,C7920872,Auto,London,Leeds,,Nan,,Nan,,Nan,1336.32,53.91,4.6,4.1,Cash,2025-10-25 10:11:56,0,0,0,Germany,Europe
2025-02-22,23:47:20,EU100702,Completed,C6171082,Auto,Frankfurt,Birmingham,,Nan,,Nan,,Nan,473.19,2.82,4.6,4.7,Cash,2025-02-23 23:47:20,0,0,0,Germany,Europe
2025-04-25,16:02:33,EU100703,Completed,C5607354,Auto,Madrid,Seville,,Nan,,Nan,,Nan,294.75,41.26,4.6,4.1,Cash,2025-04-26 16:02:33,0,0,0,France,Europe
2025-06-10,21:01:02,EU100704,Completed,C9553965,Auto,Paris,Munich,,Nan,,Nan,,Nan,1187.15,48.84,4.6,4.4,Cash,2025-06-11 21:01:02,0,0,0,Spain,Europe
2025-12-29,09:25:46,EU100705,Completed,C1331142,Auto,Manchester,London,,Nan,,Nan,,Nan,926.37,2.23,4.6,3.9,Cash,2025-12-30 09:25:46,0,0,0,Austria,Europe
2025-04-01,08:42:22,EU100706,Completed,C7247260,Auto,Barcelona,Munich,,Nan,,Nan,,Nan,722.64,65.91,4.6,4.9,Cash,2025-04-02 08:42:22,0,0,0,UK,Europe
2025-05-27,15:16:39,EU100707,Completed,C3390432,Auto,Leeds,Bilbao,,Nan,,Nan,,Nan,174.04,18.83,4.6,4.3,Cash,2025-05-28 15:16:39,0,0,0,Germany,Europe
2025-04-12,11:36:04,EU100708,Completed,C3497078,Auto,Seville,Nice,,Nan,,Nan,,Nan,1370.38,24.35,4.6,5.0,Cash,2025-04-13 11:36:04,0,0,0,Germany,Europe
2025-03-22,16:20:46,EU100709,Completed,C1984099,Auto,Munich,Frankfurt,,Nan,,Nan,,Nan,164.88,45.38,4.6,4.3,Cash,2025-03-23 16:20:46,0,0,0,Netherlands,Europe
2025-01-16,17:01:19,EU100710,Completed,C3250146,Auto,Cologne,Bristol,,Nan,,Nan,,Nan,209.77,28.49,4.6,4.9,Cash,2025-01-17 17:01:19,0,0,0,France,Europe
2025-09-18,14:23:32,EU100711,Completed,C3656370,Auto,Bordeaux,Leeds,,Nan,,Nan,,Nan,911.99,25.21,4.6,4.3,Cash,2025-09-19 14:23:32,0,0,0,Netherlands,Europe
2025-05-10,11:50:45,EU100712,Completed,C6866835,Auto,Birmingham,London,,Nan,,Nan,,Nan,1290.21,3.88,4.6,4.1,Cash,2025-05-11 11:50:45,0,0,0,Germany,Europe
2025-02-24,20:28:46,EU100713,Completed,C6440566,Auto,Hamburg,Bordeaux,,Nan,,Nan,,Nan,687.82,6.83,4.6,4.1,Cash,2025-02-25 20:28:46,0,0,0,Netherlands,Europe
2025-07-04,14:01:43,EU100714,Completed,C9297157,Auto,Paris,Nice,,Nan,,Nan,,Nan,350.57,32.81,4.6,4.4,Cash,2025-07-05 14:01:43,0,0,0,Spain,Europe
2025-01-31,20:25:13,EU100715,Completed,C9717145,Auto,Hamburg,London,,Nan,,Nan,,Nan,631.76,28.6,4.6,4.9,Cash,2025-02-01 20:25:13,0,0,0,Spain,Europe
2025-05-24,20:49:55,EU100716,Completed,C4906633,Auto,Marseille,Marseille,,Nan,,Nan,,Nan,2649.62,9.59,4.6,4.9,Cash,2025-05-25 20:49:55,0,0,0,UK,Europe
2025-06-01,01:27:40,EU100717,Completed,C2695203,Auto,Manchester,Munich,,Nan,,Nan,,Nan,693.15,25.21,4.6,3.8,Cash,2025-06-02 01:27:40,0,0,0,Spain,Europe
2025-12-07,19:41:21,EU100718,Completed,C8987418,Auto,Munich,Barcelona,,Nan,,Nan,,Nan,603.32,51.94,4.6,4.3,Cash,2025-12-08 19:41:21,0,0,0,Austria,Europe
2025-10-26,16:53:45,EU100719,Completed,C1214731,Auto,Barcelona,Frankfurt,,Nan,,Nan,,Nan,398.65,8.62,4.6,4.3,Cash,2025-10-27 16:53:45,0,0,0,UK,Europe
2025-05-03,18:02:01,EU100720,Completed,C5415495,Auto,Lyon,Marseille,,Nan,,Nan,,Nan,341.5,25.26,4.6,4.8,Cash,2025-05-04 18:02:01,0,0,0,UK,Europe
2025-08-07,19:12:23,EU100721,Completed,C6756696,Auto,Seville,Lyon,,Nan,,Nan,,Nan,114.43,7.26,4.6,4.9,Cash,2025-08-08 19:12:23,0,0,0,Germany,Europe
2025-03-23,20:07:00,EU100722,Completed,C5615645,Auto,Munich,Nice,,Nan,,Nan,,Nan,290.44,27.26,4.6,4.5,Cash,2025-03-24 20:07:00,0,0,0,UK,Europe
2025-01-05,14:28:09,EU100723,Completed,C2763167,Auto,Hamburg,Marseille,,Nan,,Nan,,Nan,716.64,1.51,4.6,5.0,Cash,2025-01-06 14:28:09,0,0,0,Germany,Europe
2025-08-27,15:46:42,EU100724,Completed,C3162909,Auto,Nice,Hamburg,,Nan,,Nan,,Nan,552.47,45.29,4.6,4.9,Cash,2025-08-28 15:46:42,0,0,0,France,Europe
2025-01-11,07:25:37,EU100725,Completed,C7873474,Auto,Bristol,Berlin,,Nan,,Nan,,Nan,1114.39,6.26,4.6,4.9,Cash,2025-01-12 07:25:37,0,0,0,Austria,Europe
2025-09-05,14:06:09,EU100726,Completed,C5430773,Auto,Frankfurt,Hamburg,,Nan,,Nan,,Nan,1164.87,18.18,4.6,4.1,Cash,2025-09-06 14:06:09,0,0,0,Germany,Europe
2025-01-05,21:52:39,EU100727,Completed,C6731085,Auto,Seville,Munich,,Nan,,Nan,,Nan,523.8,31.41,4.6,5.0,Cash,2025-01-06 21:52:39,0,0,0,Spain,Europe
2025-10-05,15:25:30,EU100728,Completed,C8814735,Auto,Bristol,Frankfurt,,Nan,,Nan,,Nan,132.31,4.07,4.6,4.3,Cash,2025-10-06 15:25:30,0,0,0,Netherlands,Europe
2025-01-16,18:21:22,EU100729,Completed,C5635077,Auto,Paris,Bristol,,Nan,,Nan,,Nan,663.6,4.19,4.6,5.0,Cash,2025-01-17 18:21:22,0,0,0,France,Europe
2025-07-19,18:27:27,EU100730,Completed,C3040583,Auto,Madrid,Berlin,,Nan,,Nan,,Nan,203.92,39.36,4.6,4.8,Cash,2025-07-20 18:27:27,0,0,0,Germany,Europe
2025-01-08,11:00:02,EU100731,Completed,C1012116,Auto,Manchester,Frankfurt,,Nan,,Nan,,Nan,1229.08,19.15,4.6,4.3,Cash,2025-01-09 11:00:02,0,0,0,France,Europe
2025-01-14,17:32:01,EU100732,Completed,C7254297,Auto,Nice,Bilbao,,Nan,,Nan,,Nan,239.51,14.26,4.6,4.7,Cash,2025-01-15 17:32:01,0,0,0,France,Europe
2025-01-25,16:26:53,EU100733,Completed,C9910179,Auto,Valencia,Birmingham,,Nan,,Nan,,Nan,456.34,10.42,4.6,4.8,Cash,2025-01-26 16:26:53,0,0,0,Netherlands,Europe
2025-08-15,06:41:55,EU100734,Completed,C2796799,Auto,Seville,Paris,,Nan,,Nan,,Nan,511.04,15.06,4.6,4.5,Cash,2025-08-16 06:41:55,0,0,0,Austria,Europe
2025-05-21,10:33:54,EU100735,Completed,C7796491,Auto,Lyon,Seville,,Nan,,Nan,,Nan,705.36,34.04,4.6,4.8,Cash,2025-05-22 10:33:54,0,0,0,Spain,Europe
2025-07-05,16:09:29,EU100736,Completed,C7451747,Auto,Leeds,Bilbao,,Nan,,Nan,,Nan,490.08,59.68,4.6,3.9,Cash,2025-07-06 16:09:29,0,0,0,UK,Europe
2025-05-18,16:51:39,EU100737,Completed,C3578211,Auto,Birmingham,Lyon,,Nan,,Nan,,Nan,1193.42,17.42,4.6,4.1,Cash,2025-05-19 16:51:39,0,0,0,Austria,Europe
2025-10-08,20:34:58,EU100738,Completed,C4315695,Auto,Berlin,Bristol,,Nan,,Nan,,Nan,1032.26,2.05,4.6,4.3,Cash,2025-10-09 20:34:58,0,0,0,France,Europe
2025-03-06,18:04:47,EU100739,Completed,C1189920,Auto,Bristol,Birmingham,,Nan,,Nan,,Nan,625.6,10.55,4.6,3.7,Cash,2025-03-07 18:04:47,0,0,0,UK,Europe
2025-03-01,16:08:24,EU100740,Completed,C9728958,Auto,London,Frankfurt,,Nan,,Nan,,Nan,393.38,32.58,4.6,4.1,Cash,2025-03-02 16:08:24,0,0,0,Spain,Europe
2025-12-22,05:18:41,EU100741,Completed,C9257128,Auto,Leeds,Hamburg,,Nan,,Nan,,Nan,349.18,28.3,4.6,4.3,Cash,2025-12-23 05:18:41,0,0,0,Netherlands,Europe
2025-11-26,08:39:45,EU100742,Completed,C4266981,Auto,Manchester,Birmingham,,Nan,,Nan,,Nan,384.15,15.0,4.6,4.7,Cash,2025-11-27 08:39:45,0,0,0,Netherlands,Europe
2025-01-13,21:15:01,EU100743,Completed,C9902647,Auto,Lyon,Bristol,,Nan,,Nan,,Nan,876.75,20.61,4.6,5.0,Cash,2025-01-14 21:15:01,0,0,0,UK,Europe
2025-10-13,19:37:52,EU100744,Completed,C6281658,Auto,Bordeaux,Munich,,Nan,,Nan,,Nan,327.94,12.51,4.6,4.1,Cash,2025-10-14 19:37:52,0,0,0,Spain,Europe
2025-08-28,08:41:28,EU100745,Completed,C8308410,Auto,Lyon,Seville,,Nan,,Nan,,Nan,271.82,7.91,4.6,4.8,Cash,2025-08-29 08:41:28,0,0,0,Austria,Europe
2025-07-06,05:20:25,EU100746,Completed,C5302624,Auto,London,Lyon,,Nan,,Nan,,Nan,122.47,4.87,4.6,4.9,Cash,2025-07-07 05:20:25,0,0,0,Germany,Europe
2025-09-02,18:30:33,EU100747,Completed,C3044442,Auto,Bilbao,Paris,,Nan,,Nan,,Nan,296.19,65.94,4.6,4.3,Cash,2025-09-03 18:30:33,0,0,0,France,Europe
2025-01-12,10:37:01,EU100748,Completed,C4204533,Auto,Lyon,Barcelona,,Nan,,Nan,,Nan,142.59,11.8,4.6,4.5,Cash,2025-01-13 10:37:01,0,0,0,France,Europe
2025-12-20,19:15:13,EU100749,Completed,C3264302,Auto,Lyon,Paris,,Nan,,Nan,,Nan,660.18,48.67,4.6,4.3,Cash,2025-12-21 19:15:13,0,0,0,Austria,Europe
2025-03-26,18:35:05,EU100750,Completed,C4962736,Auto,Hamburg,Valencia,,Nan,,Nan,,Nan,199.52,15.94,4.6,3.3,Cash,2025-03-27 18:35:05,0,0,0,UK,Europe
2025-05-19,20:31:10,EU100751,Completed,C9091043,Auto,Bristol,Seville,,Nan,,Nan,,Nan,305.0,43.27,4.6,3.2,Cash,2025-05-20 20:31:10,0,0,0,UK,Europe
2025-03-28,09:37:47,EU100752,Completed,C8454375,Auto,Munich,Bilbao,,Nan,,Nan,,Nan,795.59,15.86,4.6,3.7,Cash,2025-03-29 09:37:47,0,0,0,Germany,Europe
2025-08-25,07:11:21,EU100753,Completed,C6127255,Auto,Manchester,Bilbao,,Nan,,Nan,,Nan,490.57,8.89,4.6,4.9,Cash,2025-08-26 07:11:21,0,0,0,Germany,Europe
2025-05-01,20:19:39,EU100754,Completed,C6771194,Auto,Cologne,Manchester,,Nan,,Nan,,Nan,574.33,27.24,4.6,3.2,Cash,2025-05-02 20:19:39,0,0,0,UK,Europe
2025-10-05,19:59:35,EU100755,Completed,C2951915,Auto,Paris,Leeds,,Nan,,Nan,,Nan,314.01,21.19,4.6,5.0,Cash,2025-10-06 19:59:35,0,0,0,UK,Europe
2025-04-07,11:39:42,EU100756,Completed,C2719611,Auto,Manchester,Madrid,,Nan,,Nan,,Nan,607.96,22.66,4.6,4.1,Cash,2025-04-08 11:39:42,0,0,0,Netherlands,Europe
2025-01-13,15:38:06,EU100757,Completed,C7536278,Auto,London,Bristol,,Nan,,Nan,,Nan,834.96,26.03,4.6,4.9,Cash,2025-01-14 15:38:06,0,0,0,Germany,Europe
2025-03-05,12:44:28,EU100758,Completed,C5613575,Auto,Barcelona,Madrid,,Nan,,Nan,,Nan,499.79,12.29,4.6,4.5,Cash,2025-03-06 12:44:28,0,0,0,Austria,Europe
2025-07-25,10:45:00,EU100759,Completed,C2278983,Auto,Barcelona,Madrid,,Nan,,Nan,,Nan,54.96,19.47,4.6,4.9,Cash,2025-07-26 10:45:00,0,0,0,Austria,Europe
2025-11-27,11:37:36,EU100760,Completed,C4362483,Auto,Berlin,Lyon,,Nan,,Nan,,Nan,374.47,27.02,4.6,4.4,Cash,2025-11-28 11:37:36,0,0,0,France,Europe
2025-07-17,20:38:53,EU100761,Completed,C8325697,Auto,Frankfurt,Hamburg,,Nan,,Nan,,Nan,642.81,17.8,4.6,5.0,Cash,2025-07-18 20:38:53,0,0,0,Spain,Europe
2025-01-26,16:24:37,EU100762,Completed,C7120063,Auto,Birmingham,Cologne,,Nan,,Nan,,Nan,555.88,55.88,4.6,4.9,Cash,2025-01-27 16:24:37,0,0,0,Netherlands,Europe
2025-07-19,09:09:39,EU100763,Completed,C2118918,Auto,Berlin,Hamburg,,Nan,,Nan,,Nan,923.2,4.89,4.6,4.7,Cash,2025-07-20 09:09:39,0,0,0,France,Europe
2025-07-04,09:04:56,EU100764,Completed,C1582920,Auto,Frankfurt,Seville,,Nan,,Nan,,Nan,517.65,50.49,4.6,4.3,Cash,2025-07-05 09:04:56,0,0,0,Austria,Europe
2025-08-28,12:12:01,EU100765,Completed,C4667555,Auto,Manchester,Bilbao,,Nan,,Nan,,Nan,292.95,9.54,4.6,3.8,Cash,2025-08-29 12:12:01,0,0,0,Austria,Europe
2025-11-23,17:12:31,EU100766,Completed,C7832091,Auto,Frankfurt,London,,Nan,,Nan,,Nan,331.75,15.42,4.6,4.3,Cash,2025-11-24 17:12:31,0,0,0,UK,Europe
2025-12-15,09:53:25,EU100767,Completed,C6491038,Auto,Bordeaux,Berlin,,Nan,,Nan,,Nan,71.12,24.03,4.6,4.4,Cash,2025-12-16 09:53:25,0,0,0,France,Europe
2025-07-09,09:26:47,EU100768,Completed,C4209303,Auto,Nice,Valencia,,Nan,,Nan,,Nan,240.86,17.54,4.6,3.0,Cash,2025-07-10 09:26:47,0,0,0,UK,Europe
2025-09-18,06:09:58,EU100769,Completed,C2383904,Auto,Valencia,Leeds,,Nan,,Nan,,Nan,368.76,14.43,4.6,3.6,Cash,2025-09-19 06:09:58,0,0,0,Netherlands,Europe
2025-11-07,08:09:25,EU100770,Completed,C4985064,Auto,Frankfurt,Cologne,,Nan,,Nan,,Nan,1147.97,21.17,4.6,4.8,Cash,2025-11-08 08:09:25,0,0,0,Austria,Europe
2025-10-09,21:38:41,EU100771,Completed,C1468318,Auto,Madrid,Lyon,,Nan,,Nan,,Nan,231.53,33.83,4.6,4.4,Cash,2025-10-10 21:38:41,0,0,0,Germany,Europe
2025-04-12,15:18:47,EU100772,Completed,C4403254,Auto,Hamburg,Birmingham,,Nan,,Nan,,Nan,1998.08,14.32,4.6,4.4,Cash,2025-04-13 15:18:47,0,0,0,France,Europe
2025-07-16,22:10:26,EU100773,Completed,C5609860,Auto,Bristol,Barcelona,,Nan,,Nan,,Nan,199.51,26.17,4.6,3.0,Cash,2025-07-17 22:10:26,0,0,0,Spain,Europe
2025-06-28,14:22:43,EU100774,Completed,C3395304,Auto,London,Bilbao,,Nan,,Nan,,Nan,326.96,5.74,4.6,4.5,Cash,2025-06-29 14:22:43,0,0,0,France,Europe
2025-10-25,17:11:10,EU100775,Completed,C7459296,Auto,Birmingham,Hamburg,,Nan,,Nan,,Nan,163.04,24.5,4.6,5.0,Cash,2025-10-26 17:11:10,0,0,0,UK,Europe
2025-02-23,09:13:19,EU100776,Completed,C5809690,Auto,Seville,London,,Nan,,Nan,,Nan,123.03,39.41,4.6,4.9,Cash,2025-02-24 09:13:19,0,0,0,Germany,Europe
2025-12-11,17:04:12,EU100777,Completed,C8227993,Auto,Cologne,Bilbao,,Nan,,Nan,,Nan,85.76,29.58,4.6,4.5,Cash,2025-12-12 17:04:12,0,0,0,Germany,Europe
2025-09-21,17:14:52,EU100778,Completed,C6242930,Auto,Bilbao,Munich,,Nan,,Nan,,Nan,427.83,26.46,4.6,4.5,Cash,2025-09-22 17:14:52,0,0,0,Spain,Europe
2025-10-17,16:45:39,EU100779,Completed,C7931768,Auto,Leeds,Cologne,,Nan,,Nan,,Nan,85.59,34.44,4.6,4.9,Cash,2025-10-18 16:45:39,0,0,0,Spain,Europe
2025-08-29,21:53:06,EU100780,Completed,C2316196,Auto,Madrid,Leeds,,Nan,,Nan,,Nan,1165.64,48.28,4.6,3.8,Cash,2025-08-30 21:53:06,0,0,0,France,Europe
2025-11-14,17:05:22,EU100781,Completed,C9472693,Auto,Nice,Marseille,,Nan,,Nan,,Nan,393.99,49.9,4.6,3.6,Cash,2025-11-15 17:05:22,0,0,0,Spain,Europe
2025-02-03,17:19:48,EU100782,Completed,C5242000,Auto,Birmingham,Frankfurt,,Nan,,Nan,,Nan,337.54,28.32,4.6,4.8,Cash,2025-02-04 17:19:48,0,0,0,Austria,Europe
2025-01-27,21:40:06,EU100783,Completed,C3842450,Auto,Seville,Nice,,Nan,,Nan,,Nan,104.06,14.74,4.6,4.5,Cash,2025-01-28 21:40:06,0,0,0,Germany,Europe
2025-04-15,12:26:02,EU100784,Completed,C8576010,Auto,Berlin,Munich,,Nan,,Nan,,Nan,261.03,20.86,4.6,4.5,Cash,2025-04-16 12:26:02,0,0,0,Netherlands,Europe
2025-02-04,20:02:05,EU100785,Completed,C3025820,Auto,Munich,Birmingham,,Nan,,Nan,,Nan,335.98,42.63,4.6,4.9,Cash,2025-02-05 20:02:05,0,0,0,France,Europe
2025-04-06,14:48:05,EU100786,Completed,C9423852,Auto,Berlin,Bilbao,,Nan,,Nan,,Nan,137.65,6.17,4.6,4.5,Cash,2025-04-07 14:48:05,0,0,0,UK,Europe
2025-01-20,20:30:09,EU100787,Completed,C5948865,Auto,Madrid,Paris,,Nan,,Nan,,Nan,576.56,22.67,4.6,4.5,Cash,2025-01-21 20:30:09,0,0,0,France,Europe
2025-06-02,22:23:17,EU100788,Completed,C8474328,Auto,Munich,Madrid,,Nan,,Nan,,Nan,136.09,19.89,4.6,4.7,Cash,2025-06-03 22:23:17,0,0,0,Austria,Europe
2025-02-04,18:12:40,EU100789,Completed,C4565592,Auto,Bristol,Nice,,Nan,,Nan,,Nan,231.18,36.11,4.6,3.8,Cash,2025-02-05 18:12:40,0,0,0,Austria,Europe
2025-05-04,08:52:17,EU100790,Completed,C7966817,Auto,Bilbao,London,,Nan,,Nan,,Nan,127.32,7.11,4.6,4.4,Cash,2025-05-05 08:52:17,0,0,0,Austria,Europe
2025-12-02,16:57:07,EU100791,Completed,C5909404,Auto,Berlin,Valencia,,Nan,,Nan,,Nan,501.95,25.95,4.6,5.0,Cash,2025-12-03 16:57:07,0,0,0,France,Europe
2025-06-30,22:08:16,EU100792,Completed,C9785927,Auto,Manchester,Lyon,,Nan,,Nan,,Nan,535.54,43.97,4.6,3.7,Cash,2025-07-01 22:08:16,0,0,0,Netherlands,Europe
2025-11-22,08:16:01,EU100793,Completed,C4508999,Auto,Frankfurt,Bristol,,Nan,,Nan,,Nan,351.6,11.44,4.6,4.7,Cash,2025-11-23 08:16:01,0,0,0,France,Europe
